model,state,checkpoint,epoch,update,full_state,task_status,task_result_path,task_result_sha256,task_result_bytes,archived_failed_attempts,memory_gate,validations,state_kind,wikitext_bpb,wikitext_bpb_m0,wikitext_bpb_delta,exact_prefix_top1_accuracy,exact_prefix_top1_accuracy_m0,exact_prefix_top1_accuracy_delta,factual_cheap_top1_rate,factual_cheap_top1_rate_m0,factual_cheap_top1_rate_delta,factual_top1_rate,factual_top1_rate_m0,factual_top1_rate_delta,factual_forced_choice_rate,factual_forced_choice_rate_m0,factual_forced_choice_rate_delta,turkish_bpb,turkish_bpb_m0,turkish_bpb_delta,generation_top1_accuracy,generation_top1_accuracy_m0,generation_top1_accuracy_delta,generation_distinct_2,generation_distinct_2_m0,generation_distinct_2_delta,generation_repeated_3gram,generation_repeated_3gram_m0,generation_repeated_3gram_delta,generation_ppl,generation_ppl_m0,generation_ppl_delta,blimp_accuracy,blimp_accuracy_m0,blimp_accuracy_delta,hellaswag_acc_norm,hellaswag_acc_norm_m0,hellaswag_acc_norm_delta,turblimp_acc_norm,turblimp_acc_norm_m0,turblimp_acc_norm_delta
olmo,olmo/parent,parent,0,0,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/parent/task_result.json,54822d7a7c1895f4dfbcb2f7cc9386a706edc50df972a73d11ac5e91df04d20e,8014,[],,,m0_parent_projection,0.6597443057015225,0.6597443057015225,0,0.022,0.022,0,,,,0.015166666666666667,0.015166666666666667,0,0.505,0.505,0,1.6476820673132215,1.6476820673132215,0,1.0,1.0,0,0.5930820105820105,0.5930820105820105,0,0.49161841742486906,0.49161841742486906,0,16.80073153464442,16.80073153464442,0,0.8221641791044775,0.8221641791044775,0,0.682832105158335,0.682832105158335,0,0.5735,0.5735,0
olmo,olmo/epoch-001,epoch-001,1,7,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/task_result.json,057bcc25f8c9073bcefe80528127cf67afcd1f56b56be7c6409b5389ea496fe8,1884,['epoch-001__failed_2'],"{'free_bytes': 82739986432, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': 'fa4d5290eb194e8601c4862af8191adc1678402212fcbdecd6f38cff3eeb8555', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6639848236944449,0.6597443057015225,0.004240517992922355,0.046,0.022,0.024,,,,,0.015166666666666667,,,0.505,,1.677020783852316,1.6476820673132215,0.029338716539094367,1.0,1.0,0.0,0.6481481481481481,0.5930820105820105,0.05506613756613765,0.45107526881720433,0.49161841742486906,-0.040543148607664725,18.134868769538663,16.80073153464442,1.3341372348942429,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-002,epoch-002,2,14,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/task_result.json,0ed16d7f9b54612f259a4848a7bdaf3270ebb64dcd329bdf8c89113f5ecd4e23,1885,['epoch-002__failed_1'],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': 'a3eacd0113fbf2bdd01ab6a4031c4f79f73e02ad36a9c924ca2659a1b593fd9c', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6734180408443233,0.6597443057015225,0.013673735142800791,0.114,0.022,0.092,,,,,0.015166666666666667,,,0.505,,1.772692917135121,1.6476820673132215,0.12501084982189936,1.0,1.0,0.0,0.5562437973092799,0.5930820105820105,-0.036838213272730624,0.5573200992555832,0.49161841742486906,0.06570168183071418,20.057908821427915,16.80073153464442,3.257177286783495,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-003,epoch-003,3,21,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/task_result.json,bc0305044ac49ea3649e3deb3099ecbc58d4528188fb9977118a65f66996ce89,1885,['epoch-003__failed_2'],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': '7a0ede98c6bd2a5778820b55849bdfeae7effceb11753316fde820d4ba3020ed', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6777718871207843,0.6597443057015225,0.01802758141926175,0.404,0.022,0.382,,,,,0.015166666666666667,,,0.505,,1.866489553896258,1.6476820673132215,0.2188074865830365,1.0,1.0,0.0,0.5586403114705001,0.5930820105820105,-0.034441699111510404,0.5653529898311682,0.49161841742486906,0.07373457240629916,21.130939822968895,16.80073153464442,4.330208288324474,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-004,epoch-004,4,28,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-004/task_result.json,510a95019d536caa70e935988c217ae381b5419bfdb3055474f8d43eb225de9d,1856,[],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': '4ce4dde12a075a362b7c831e3eee5679ddf51d12e19169b6f93cf45884a765b1', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6814165582567296,0.6597443057015225,0.021672252555207105,0.846,0.022,0.824,,,,,0.015166666666666667,,,0.505,,1.962604844163866,1.6476820673132215,0.3149227768506444,1.0,1.0,0.0,0.5994708994708995,0.5930820105820105,0.006388888888888999,0.48010752688172037,0.49161841742486906,-0.011510890543148689,22.230952882017373,16.80073153464442,5.430221347372953,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-005,epoch-005,5,35,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-005/task_result.json,0f5bfddfe86a5551fe1f1d74aa624bfc1a9cef0647a2deab093291b4ba313c4c,1856,[],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': '98bc77572f099e794fbc842937c406965509c68fd0c8a09bf89025305b18bbc2', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6839461126200026,0.6597443057015225,0.024201806918480062,0.988,0.022,0.966,,,,,0.015166666666666667,,,0.505,,2.031098882452399,1.6476820673132215,0.38341681513917725,1.0,1.0,0.0,0.624949124949125,0.5930820105820105,0.031867114367114535,0.44838709677419364,0.49161841742486906,-0.04323132065067542,22.968353935417113,16.80073153464442,6.167622400772693,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-006,epoch-006,6,42,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-006/task_result.json,397c7135d290f8cfddc78e9cfb834cfba20c5d6fa5e9f2a0669691d7636e57f3,1856,[],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': 'ff1c02b0797faec66a8958e6049108a756f9237c00e5d83d8cab1f6959ead33c', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6865628640842965,0.6597443057015225,0.026818558382773916,0.998,0.022,0.976,,,,,0.015166666666666667,,,0.505,,2.0886321941701245,1.6476820673132215,0.44095012685690294,1.0,1.0,0.0,0.5959788359788359,0.5930820105820105,0.002896825396825453,0.5192012288786482,0.49161841742486906,0.02758281145377911,23.985723011457225,16.80073153464442,7.1849914768128045,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-007,epoch-007,7,49,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-007/task_result.json,890ec88643c7d01bd328571728561eb02b35603ca47065ff46ecd7bd04719bfe,1856,[],"{'free_bytes': 82739986432, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': 'b6d11ce1506f00925c97172efdc355e505e93c872fbfcf5268974b1c62b8380b', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6868649796811033,0.6597443057015225,0.027120673979580734,1.0,0.022,0.978,,,,,0.015166666666666667,,,0.505,,2.0904108662455387,1.6476820673132215,0.4427287989323172,1.0,1.0,0.0,0.5976625116355427,0.5930820105820105,0.004580501053532249,0.5188948375048944,0.49161841742486906,0.027276420080025343,24.04547493079773,16.80073153464442,7.244743396153311,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-008,epoch-008,8,56,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-008/task_result.json,fcad2e277ccb36586904816a0071266db117ebfbdb9f7521ed5600707c5c800a,1856,[],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': 'da87f27908ba9ad7b040d02a07ac022215705dc606de668e3793b9de2fc234f6', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6870905183366287,0.6597443057015225,0.02734621263510617,1.0,0.022,0.978,,,,,0.015166666666666667,,,0.505,,2.0946526038922064,1.6476820673132215,0.4469705365789849,1.0,1.0,0.0,0.6299176592268249,0.5930820105820105,0.03683564864481437,0.47658901840306017,0.49161841742486906,-0.015029399021808887,24.13379247112434,16.80073153464442,7.333060936479921,,0.8221641791044775,,,0.682832105158335,,,0.5735,
olmo,olmo/epoch-009,epoch-009,9,63,False,complete,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-009/task_result.json,29004ce72e6cd1e56b331999fa92b4af39127c33a84f6c5fcd3bc765d84a2a20,1856,[],"{'free_bytes': 85076213760, 'gate_bytes': 21474836480, 'gpu_index': '0', 'probe_attempts': 1}","{'exact_prefix': {'result_sha256': None, 'status': 'complete'}, 'factual_cheap': {'result_sha256': None, 'status': 'complete'}, 'generation_integrity': {'result_sha256': None, 'status': 'complete'}, 'harness': {'result_sha256': '18beed20a87711082e05342dbb6b3afcf2d4b0a3ac88cf13082fda5cfa442683', 'status': 'complete'}, 'turkish_perplexity': {'result_sha256': None, 'status': 'complete'}}",m1_gpu_snapshot,0.6872436722191914,0.6597443057015225,0.027499366517668822,1.0,0.022,0.978,,,,,0.015166666666666667,,,0.505,,2.0978853613013557,1.6476820673132215,0.4502032939881342,1.0,1.0,0.0,0.5699156242247898,0.5930820105820105,-0.02316638635722068,0.5439303635432668,0.49161841742486906,0.05231194611839779,24.19205239001728,16.80073153464442,7.391320855372861,,0.8221641791044775,,,0.682832105158335,,,0.5735,
